,f_id,item,veg_or_non_veg
304688,fd840966,Build Your Own Bread Basket,Veg
304689,fd840967,Fresh Herb & Olive Oil Infused Focaccia Squares,Veg
304690,fd840968,The SBC Garlicky Babka Bread Loaf,Veg
304691,fd840969,Sunfeast Multigrain & Seed Wholewheat Wellness Bread Loaf,Veg
304692,fd840970,Dark Forest Cherry Cake,Non-veg
304693,fd840971,Silky Chocolate Creameux Cake,Non-veg
304694,fd840972,Indulgent Red Velvet Cream Cheese Cake,Non-veg
304695,fd840973,Soft Cheese n Peri Peri Swirls,Veg
304696,fd840974,Crushed Pepper And Parmesan Sourdough Crackers With Choice Of Dip,Veg
304697,fd840975,Peri Peri Dusted Sourdough Crackers With Choice Of Dip,Veg
304698,fd840976,Multigrain Sourdough Crackers With Choice Of Dip,Veg
304699,fd840980,Nagpur Orange Juice,Veg
304700,fd840981,Murgh Tikka Kulcha Dabeli,Non-veg
304701,fd840982,Masala Paneer Kulcha Dabeli,Veg
304702,fd840983,Choley Kulcha Dabeli,Veg
304703,fd840984,Batata Vada Kulcha Dabeli,Veg
304704,fd840985,Tandoori Kebab Platter (Non veg),Non-veg
304705,fd840986,Tandoori & Tawa Kebab platter (Veg),Veg
304706,fd840994,Malai Paneer Makhni,Veg
304707,fd840997,Amritsari Pindi Choley,Veg
304708,fd840998,Punjabi Rajmah Curry,Veg
304709,fd841001,Murgh Tikka Tawa Masala,Non-veg
304710,fd841004,Subz Hariyali Kofta,Veg
304711,fd841005,Amritsari Pindi Choley And Soft Masaledar Kulcha Meal (Serves 2),Veg
304712,fd841006,Malai Paneer Makhani And Tawa Paratha Meal (Serves 2),Veg
304713,fd841007,Murgh Tikke Ki Makhani And Tawa Paratha Meal (Serves 2),Non-veg
304714,fd841008,Paneer Handi And Tawa Paratha Meal (Serves 2),Veg
304715,fd841009,Murgh Bemisal and Tawa Paratha Meal ( Serves 2 ),Non-veg
304716,fd841010,Subz Hariyali Kofta and Tawa Paratha Meal (Serves 2),Veg
304717,fd841011,Amritsari Pindi Choley And Soft Masaledar Kulcha Meal (Serves 1),Veg
304718,fd841012,Malai Paneer Makhani And Tawa Paratha Meal (Serves 1),Veg
304719,fd841013,Murgh Tikke Ki Makhani And Tawa Paratha Meal (Serves 1),Non-veg
304720,fd841014,Rajma Chawal Meal (Serves 1),Veg
304721,fd841015,Biryani and Kebab meal (Non Veg),Non-veg
304722,fd841016,Biryani and Kebab meal (Veg),Veg
304723,fd841017,Nizami Subz Biryani (Veg Biryani),Veg
304724,fd841019,Nizami Murgh Biryani (Chicken Biryani),Non-veg
304725,fd841020,Lucknowi Murgh Ki Dum Biryani ( Chicken Biryani ),Non-veg
304726,fd841021,Lucknowi Gosht Ki Dum Biryani ( Mutton Biryani ),Non-veg
304727,fd841022,Nizami Gosht Biryani (Mutton Biryani),Non-veg
304728,fd841023,Tandoori Chicken Tikka Kathi Roll,Non-veg
304729,fd841024,Masala Paneer Kathi Roll,Veg
304730,fd841025,Murgh Reshmi Seekh Whole Wheat Paratha Kathi Roll ( 1 Pc),Non-veg
304731,fd841026,Classic Aloo Tikki Chole Chaat,Veg
304732,fd841027,Creamy Aloo Tikki Dahi Chaat,Veg
304733,fd841028,Batata Vada Chole Chaat,Veg
304734,fd841029,Batata Vada Dahi Chaat,Veg
304735,fd841030,Tawa Lachcha Paratha (1 Pc),Veg
304736,fd841031,Masala Kulcha (1 Pc),Veg
304737,fd841032,Kasuri Methi Tawa Lachcha Paratha (1 Pc),Veg
304738,fd841033,Roomali Roti (1 Pc),Veg
304739,fd841044,3-Course Feast for 2 (Veg),Veg
304740,fd841045,3-Course Feast for 2 (Non-Veg),Non-veg
304741,fd841046,Veg Biryani Feast for 2,Veg
304742,fd841059,Subz Hara Bhara Tawa Kebab,Veg
304743,fd841060,Murgh Kebab Platter (Serves 2),Non-veg
304744,fd841103,Mirchi Tawa Lachcha Paratha (1 Pc),Veg
304745,fd841118,Non Veg Biryani Feast for 2,Non-veg
304746,fd841126,Lemon Chilli Chicken,Non-veg
304747,fd841128,Garlic Chilli Chicken,Non-veg
304748,fd841141,Chicken & Egg Hakka Noodles,Non-veg
304749,fd841150,Chicken in Garlic Chilli Gravy,Non-veg
304750,fd841151,Lime & Ginger Juice,Veg
304751,fd841158,Warm Milk,Veg
304752,fd841162,Breakfast Tea,Veg
304753,fd841166,Hash browns,Veg
304754,fd841169,Mushroom Onion Cheesy Fries,Veg
304755,fd841170,Extra Toast & Butter,Veg
304756,fd841171,The Classic French Toast,Non-veg
304757,fd841172,Masala Bombay Toast,Veg
304758,fd841173,Cheesy Masala Bombay Toast,Veg
304759,fd841174,Chicken Sausage Onion Cheesy Fries,Non-veg
304760,fd841178,Cheese & Chilli Sandwich,Veg
304761,fd841180,The Cole Slaw Sandwich,Veg
304762,fd841182,Big Mushrooms & Onion Sandwich,Veg
304763,fd841183,Cheesy Spinach Mushroom Sandwich,Veg
304764,fd841184,Greek Salad Sandwich,Veg
304765,fd841185,Mumbhai Club Sandwich,Veg
304766,fd841186,The Veggie Sub Sandwich,Veg
304767,fd841187,The Veggie Burger,Veg
304768,fd841189,The Chilli Chicken Burger,Non-veg
304769,fd841190,The Chicken Steak Burger,Non-veg
304770,fd841191,Chilli Egg Burger,Non-veg
304771,fd841192,The Egg Sandwich,Non-veg
304772,fd841193,Honey Mustardchicken Sandwich,Non-veg
304773,fd841194,Spicy Chicken Mushroom & Cheese Sandwich,Non-veg
304774,fd841195,Grilled Chicken Sandwich [Double],Non-veg
304775,fd841196,The Awesome Sausage Sandwich,Non-veg
304776,fd841197,The Meaty Club Sandwich,Non-veg
304777,fd841199,Veg Sizzler with Boiled Beans,Veg
304778,fd841201,Chicken Satellite,Non-veg
304779,fd841202,BBQ chicken steak,Non-veg
304780,fd841204,Sizzling Chicken,Non-veg
304781,fd841205,The Full English Breakfast,Non-veg
304782,fd841206,The 9 Yards American Breakfast,Non-veg
304783,fd841207,The Classic French Toast Breakfast,Non-veg
304784,fd841208,The Farmers Breakfast,Non-veg
304785,fd841209,Every Morning,Veg
304786,fd841210,Hangover Solution,Non-veg
304787,fd841211,Sauted Vegetables,Veg
304788,fd841212,Desi Spicy Scrambled Eggs,Non-veg
304789,fd841213,Cheesy Scrambled Eggs,Non-veg
304790,fd841214,The Egg Masala Scramble,Non-veg
304791,fd841216,Baked Beans On Toast with Chilli & Cheese,Veg
304792,fd841217,Mixed Masala Baked Beans On Toast,Veg
304793,fd841218,Complete Veggie Stuffed Omelette,Non-veg
304794,fd841219,Say Cheese,Non-veg
304795,fd841221,The Lean Green Omelette,Non-veg
304796,fd841222,Plain Omelette + Toast + Butter,Non-veg
304797,fd841223,The Baked Chicken Omelette,Non-veg
304798,fd841371,Hazelnut Mousse,Veg
304799,fd841372,Dark Choco Mousse,Veg
304800,fd841373,Choco Mousse with Nuts & Berries,Veg
304801,fd841376,Loaded Secret  Milk Chocolate,Veg
304802,fd841377,Loaded Secret  Dark Chocolate,Veg
304803,fd841378,Open Secret  Dark,Veg
304804,fd841379,Elements Reimagined (Pack of 10 Pralines),Veg
304805,fd841380,Elements Reimagined (Pack of 5 Pralines),Veg
304806,fd841381,Dessert Collection (Pack of 5 Truffles),Veg
304807,fd841382,Dark Milk Gianduja (Pack of 12 Cubes),Veg
304808,fd841383,Milk Gianduja (Pack of 24 Cubes),Veg
304809,fd841384,Gianduja Trilogy,Veg
304810,fd841385,Continents Dessert Collection (Pack of 5 Truffles),Veg
304811,fd841386,Divine Dark 64% with Ghana Cocoa - Pack of 2,Veg
304812,fd841387,Divine Dark 84% with Ghana Cocoa - Pack of 2,Veg
304813,fd841388,Divine Dark 64% with Colombia Cocoa - Pack of 2,Veg
304814,fd841389,Heavenly Almond Mousse with Ghana Cocoa - Pack of 2,Veg
304815,fd841390,Heavenly Milk Mousse with Ghana Cocoa - Pack of 2,Veg
304816,fd841391,Heavenly Dark Mousse with Ghana Cocoa - Pack of 2,Veg
304817,fd841392,The Bars Trilogy,Veg
304818,fd841393,The Bars Quartet,Non-veg
304819,fd841394,Dipping Chocolate (Milk Chocolate),Veg
304820,fd841395,Fourgrain + Strawberry Butter (save Rs 26),Veg
304821,fd841398,Country sourdough + Fresh cheese garlic and herbs + Orange juice (Save Rs 44),Veg
304822,fd841399,Fourgrain sourdough + Fresh cheese plain + Orange juice (Save Rs 36),Veg
304823,fd841401,Multigrain loaf + Fresh cheese garlic and herbs + Orange juice (Save Rs 36),Veg
304824,fd841402,Sesame bagel + Fresh cheese plain + Classic Coffee (Save Rs 40),Veg
304825,fd841403,Pizza Base + Classic pizza sauce (Save Rs 29),Veg
304826,fd841404,Pizza base + Premium pizza mozzarella (Save Rs 45),Veg
304827,fd841481,Classic Pizza Sauce,Veg
304828,fd841483,Sundried Tomato Garlic Spread,Veg
304829,fd841484,Orange Marmalade,Veg
304830,fd841485,Native Tongue - Mulberry Preserve(210g),Veg
304831,fd841486,Native Tongue - Orange Marmalade (210g),Veg
304832,fd841487,Native Tongue - Strawberry Preserve,Veg
304833,fd841488,Native Tongue - Alphonso Preserve with Saffron(210g),Veg
304834,fd841489,Native Tongue - Alubukhara Preserve,Veg
304835,fd841490,Native Tongue - Honey Mustard,Veg
304836,fd841491,Bocconcini,Veg
304837,fd841492,Fresh Cheese  - Plain,Veg
304838,fd841493,Fresh Cheese – Garlic & Herbs,Veg
304839,fd841494,Chevre - Goat's Cheese,Veg
304840,fd841495,Premium Pizza Mozzarella,Veg
304841,fd841587,Ghee Rice + Butter Chicken,Non-veg
304842,fd841591,Chicken Biryani + Boiled Egg [2Pcs],Non-veg
304843,fd841597,Veg Fried Rice+ Mushroom,Veg
304844,fd841598,Ghee Rice + Paneer Butter,Veg
304845,fd841622,Idiyappam with Egg Roast,Non-veg
304846,fd841623,Idiyappam with Chicken Stew,Non-veg
304847,fd841624,Idiyappam with Veg Stew,Veg
304848,fd841625,Ghee Rice Kebab Combo,Non-veg
304849,fd841627,Babycorn Pepper Fry,Veg
304850,fd841630,Chicken 65 Bone in,Non-veg
304851,fd841632,Chicken Kebab Bone in,Non-veg
304852,fd841639,Dates and Veg Pickle,Veg
304853,fd841651,Chicken Varutharacha Curry,Non-veg
304854,fd841655,Chicken and Egg Pothichoru (Kerala Rice),Non-veg
304855,fd841656,Chicken and Egg Pothichoru (White Rice),Non-veg
304856,fd841657,Egg Pothichoru (Kerala Rice),Non-veg
304857,fd841658,Egg Pothichoru (White Rice),Non-veg
304858,fd841659,Veg Pothichoru (Kerala Rice),Veg
304859,fd841660,Veg Pothichoru (White Rice),Veg
304860,fd841662,Malabar Biryani Rice,Non-veg
304861,fd841666,Malabar Chicken Dry Fry Biryani,Non-veg
304862,fd841667,Malabar Chicken Kebab Biryani,Non-veg
304863,fd841668,Malabar Mutton Biryani,Non-veg
304864,fd841669,Malabar Prawns Biryani,Non-veg
304865,fd841671,Bambai Special Vada Pav,Veg
304866,fd841673,Cheese Burst Vada Pav,Veg
304867,fd841675,Chipotle Vada Pav,Veg
304868,fd841678,Ulta Vada Pav,Veg
304869,fd841681,Bambai Special Pav Bhaji,Veg
304870,fd841683,Spicy Tadka Pav Bhaji,Veg
304871,fd841685,Peri Peri Pav Bhaji,Veg
304872,fd841691,Bambai Special Sandwich,Veg
304873,fd841693,Bambai Special Pizza,Veg
304874,fd841698,Spicy Af Pizza,Veg
304875,fd841699,French Fries [S],Veg
304876,fd841700,French Fries [M],Veg
304877,fd841701,French Fries [L],Veg
304878,fd841702,Bambai Special Fries,Veg
304879,fd841713,Dilli ki Aloo Chaat,Veg
304880,fd841715,Batata [2pcs],Veg
304881,fd841716,Bombay Bhel Chaat,Veg
304882,fd841717,Puri Sabji [3pcs],Veg
304883,fd841718,Paratha Subji [2pcs],Veg
304884,fd841719,Chole Puri [3pcs],Veg
304885,fd841720,Chole Kulche [2pcs],Veg
304886,fd841722,Aloo Paratha [1pcs],Veg
304887,fd841723,Mix Veg Paratha [1pcs],Veg
304888,fd841724,Paneer Paratha [1pcs],Veg
304889,fd841725,Pyaaz Paratha [1pcs],Veg
304890,fd841726,Pizza Paratha [1pcs],Veg
304891,fd841730,Schezwan Veggie Roll,Veg
304892,fd841732,Choclate Milkshake,Veg
304893,fd841746,Samosa Party 8 Samosa,Veg
304894,fd841747,Vada Pav Family [4pieces],Veg
304895,fd841748,Oh Bambai Big Combo,Veg
304896,fd841749,Cheese Burst Vada Popper Bucket [10 Pcs],Veg
304897,fd841750,[10 Pcs] Bucket,Veg
304898,fd841752,Desi Bowl,Veg
304899,fd841753,Noodles+ Chilli Paneer,Veg
304900,fd841754,Noodles+ Chilli Manchurian,Veg
304901,fd841756,Fried Rice + Chilli Manchurian,Veg
304902,fd841764,Kabab [100gm],Non-veg
304903,fd841765,Kabab [250gm],Non-veg
304904,fd841766,Chicken Leg Pic [4pc],Non-veg
304905,fd841767,Chicken Leg Pic [2pc],Non-veg
304906,fd841769,Kabab Kushka Combo,Non-veg
304907,fd841770,Biryani Combo Pc+1 Egg+ 1 Biryani [2l],Veg
304908,fd841771,Belgium Chocolate Truffle Slice,Veg
304909,fd841772,New York Baked Cheesecake Slice,Non-veg
304910,fd841773,Belgium Chocolate Truffle (Half Kg),Veg
304911,fd841774,Red Velvet Cake (Half Kg),Non-veg
304912,fd841775,Belgium Dark Chocolate & Hazelnut Truffle (Half Kg),Veg
304913,fd841776,Macaron Box 5 Piece,Non-veg
304914,fd841777,Red Velvet Cupcake,Non-veg
304915,fd841778,Coconut Thins - 50g,Non-veg
304916,fd841779,Salted Caramel Thins - 50g,Non-veg
304917,fd841780,Danish Butter Cookies - 400g,Veg
304918,fd841781,Honey  Almond Cookies - 150g,Veg
304919,fd841782,Oat Cranberry Cookies - 100g,Non-veg
304920,fd841783,Paprika  Cheese Chilli Sable Cookies - 150g,Veg
304921,fd841784,SMOOR Vegan Bites Pack of 5 box-70% Cocoa,Veg
304922,fd841785,Almond Dragees 125gm,Veg
304923,fd841786,Apricot Lime with Dark Chocolate Pebbles,Veg
304924,fd841787,Cranberry With White Chocolate Pebbles,Veg
304925,fd841788,Mayan Bar Coffee,Veg
304926,fd841789,Chocolate Box 5 Pcs,Veg
304927,fd841790,Luxury Chocolates Box of 4,Veg
304928,fd841791,Luxury Chocolates Box of 9,Veg
304929,fd841792,Luxe Treats Box of 6,Veg
304930,fd841793,Chocolate Cigars (Couveture),Veg
304931,fd841794,Birthday Hamper (Small),Veg
304932,fd841795,20 pcs Celebration box,Veg
304933,fd841796,70% Dark Truffles,Veg
304934,fd841799,Rainbow Cake Slice,Non-veg
304935,fd841800,Red Velvet Naked Cake Slice,Non-veg
304936,fd841802,Rainbow Cake (Half Kg),Non-veg
304937,fd841804,Opera Cake (Half Kg),Non-veg
304938,fd841806,Smoor Lotus Biscoff Beauty Cake (Half Kg),Non-veg
304939,fd841807,New York Baked Cheesecake (Half Kg),Non-veg
304940,fd841808,Belgium Chocolate Truffle - 1Kg,Veg
304941,fd841809,Macaron Box 5 Piece - Eggless,Veg
304942,fd841811,Macaron Box 16 Piece,Non-veg
304943,fd841812,Macaron Box 20  Piece,Non-veg
304944,fd841814,Coconut Curry Thins - 50g,Non-veg
304945,fd841818,Fantasy Choco Nuts Cookies - 150g,Veg
304946,fd841822,Center Fill Coffee Box,Veg
304947,fd841823,Assorted Danish Butter Cookies - 400g,Veg
304948,fd841825,Honey Chocolate,Veg
304949,fd841826,Coated Crispy Treats - Caramel 50g,Veg
304950,fd841827,Coated Crispy Treats - Pineapple 50g,Veg
304951,fd841829,Choco Coated Almond (No Added Sugar),Veg
304952,fd841830,Choco Coated Hazelnut (No Added Sugar),Veg
304953,fd841832,Blueberry Dragees 125gm,Veg
304954,fd841835,Butterscotch Barks 150gm,Veg
304955,fd841836,Wellness barks Amla,Veg
304956,fd841837,Wellness barks Giloy,Veg
304957,fd841838,Coated Nuts  Almond 50gms,Veg
304958,fd841839,Coated Nuts Hazelnut 50gms,Veg
304959,fd841840,Dark True Treats - Pack of 40,Veg
304960,fd841841,Milk True Treats - Pack of 40,Veg
304961,fd841842,Salted Peanut Barks 150gm,Veg
304962,fd841843,True Cocoa Mix Dark 150gm,Veg
304963,fd841844,True Cocoa Mix Milk 150gm,Veg
304964,fd841845,True Cocoa Mix Chilli 150gm,Veg
304965,fd841846,Mayan Bar Chilli,Veg
304966,fd841848,Mayan Bar Flure De sal,Veg
304967,fd841849,Mayan Bar Orange,Veg
304968,fd841850,Mayan Bar Pure Milk,Veg
304969,fd841851,Mayan Bar Vanilla,Veg
304970,fd841852,True Bar Biscuit Crunch with Milk Chocolate,Veg
304971,fd841853,True Bar Caramel Crunch with Milk Chocolate,Veg
304972,fd841854,True Bar Himalayan Pink Salt with Milk Chocolate,Veg
304973,fd841855,True Bar no added sugar Milk Chocolate,Veg
304974,fd841856,True Bar Slow Roasted Almond with Milk Chocolate,Veg
304975,fd841857,True Bar Spicy Indian Chilli with Dark Chocolate,Veg
304976,fd841858,80 gm Bar Candied Orange 55%,Veg
304977,fd841859,80 gm Bar Mixed dry fruit 80%,Veg
304978,fd841860,80 gm Bar Cranberry 70%,Veg
304979,fd841861,Assorted Almond Sensation 16 piece,Veg
304980,fd841862,Celebration Pack 14 pc,Veg
304981,fd841864,Chocolate Box 25 Pcs,Veg
304982,fd841865,Chocolate Box 64 Pcs,Veg
304983,fd841868,Luxury Chocolates Box of 16,Veg
304984,fd841869,Luxury Chocolates Box of 25,Veg
304985,fd841874,Malt Nougat Pack,Veg
304986,fd841875,Truly Cherished Hamper,Veg
304987,fd841876,Choco Bouquet (Small),Veg
304988,fd841877,Eleganza Corporate Hamper (Small),Veg
304989,fd841878,Dark Chocolate Hamper,Veg
304990,fd841879,Basket Of Goodies Small,Veg
304991,fd841880,Kesar Badam Milkshakes (350 Ml),Veg
304992,fd841881,Royal Pista Milkshakes (350 Ml),Veg
304993,fd841882,Blue Curacao Milkshakes (350 Ml),Veg
304994,fd841883,Rose Milkshakes (350 Ml),Veg
304995,fd841884,Chocolate Milkshakes (350 Ml),Veg
304996,fd841885,Oreo Milkshakes (350 Ml),Veg
304997,fd841886,Oreo Banana Milkshakes (350 Ml),Veg
304998,fd841887,Kitkat Milkshakes (350 Ml),Veg
304999,fd841888,Apple Milkshakes (350 Ml),Veg
305000,fd841889,Pineapple Milkshakes (350 Ml),Veg
305001,fd841890,Choco Banana Milkshakes (350 Ml),Veg
305002,fd841891,Strawberry Milkshakes (350 Ml),Veg
305003,fd841892,Mango Milkshakes (350 Ml),Veg
305004,fd841893,Fig & Honey Milkshakes (350 Ml),Veg
305005,fd841894,Butterscotch Milkshakes (350 Ml),Veg
305006,fd841895,Blackcurrant Milkshakes (350 Ml),Veg
305007,fd841896,Blueberry Milkshakes (350 Ml),Veg
305008,fd841897,Papaya Milkshakes (350 Ml),Veg
305009,fd841898,Sapotta Milkshakes (350 Ml),Veg
305010,fd841899,Avocado Milkshakes (350 Ml),Veg
305011,fd841901,Royal Falooda (350 Ml),Veg
305012,fd841902,Mango Falooda (350 Ml),Veg
305013,fd841903,Kesar Badam Falooda (350 Ml),Veg
305014,fd841904,Butterscotch Falooda (350 Ml),Veg
305015,fd841905,Rose Falooda (350 Ml),Veg
305016,fd841906,Sweet Lassi (350 Ml),Veg
305017,fd841907,Salt Lassi (350 Ml),Veg
305018,fd841908,Pineapple Lassi (350 Ml),Veg
305019,fd841909,Strawberry Lassi (350 Ml),Veg
305020,fd841910,Mango Lassi (350 Ml),Veg
305021,fd841911,Kesar Badam Lassi (350 Ml),Veg
305022,fd841912,Blueberry Lassi (350 Ml),Veg
305023,fd841913,Rose Lassi Lassi (350 Ml),Veg
305024,fd841914,Banana Lassi (350 Ml),Veg
305025,fd841915,Chocolate Lassi (350 Ml),Veg
305026,fd841916,Butterscotch Lassi (350 Ml),Veg
305027,fd841917,Pista Lassi (350 Ml),Veg
305028,fd841918,Fresh Lime Juice (350 Ml),Veg
305029,fd841919,Fresh Pineapple Juice (350 Ml),Veg
305030,fd841920,Fresh Orange Juice (350 Ml),Veg
305031,fd841921,Black Grape Juice (350 Ml),Veg
305032,fd841922,Apple Juice (350 Ml),Veg
305033,fd841923,Mosambi Juice (350 Ml),Veg
305034,fd841924,Mix Fruit Juice (350 Ml),Veg
305035,fd841925,Watermelon Juice (350 Ml),Veg
305036,fd841926,Papaya Juice (350 Ml),Veg
305037,fd841927,Muskmelon Juice (350 Ml),Veg
305038,fd841928,Blue Curacao Cooler Juice (350 Ml),Veg
305039,fd841929,Blue Curacao Soda Juice (350 Ml),Veg
305040,fd841930,Sweet Lemon Soda (350 Ml),Veg
305041,fd841931,Salt Lemon Soda (350 Ml),Veg
305042,fd841932,Ginger Lime Soda  (350 Ml),Veg
305043,fd841933,Masala Soda  (350 Ml),Veg
305044,fd841934,Masala Coke (350 Ml),Veg
305045,fd841936,Vanilla Cream Cake,Non-veg
305046,fd841937,Butterscotch Cake,Non-veg
305047,fd841938,Blueberry Pulp Cake,Non-veg
305048,fd841939,Strawberry Pulp Cake,Non-veg
305049,fd841940,Fresh Cherry Pulp Cake,Non-veg
305050,fd841941,Black Currant Cake,Non-veg
305051,fd841942,German Black Forest Cake,Non-veg
305052,fd841943,Coffee Walnut Cake,Non-veg
305053,fd841946,Dark Choco Chips Cake,Non-veg
305054,fd841947,White Choco Chips Cake,Non-veg
305055,fd841949,Choco Oreo Cake,Non-veg
305056,fd841950,Rich Chococlate Truffle Cake,Non-veg
305057,fd841951,Mix Fruit Cake,Non-veg
305058,fd841952,Almond Truffle Cake,Non-veg
305059,fd841953,Mixed Dry Fruit Cake,Non-veg
305060,fd841954,Kit Kat Truffle Cake,Non-veg
305061,fd841955,Ferrero Rocher Truffle Cake,Non-veg
305062,fd841956,Nutella Almond Cake,Non-veg
305063,fd841957,Dairy Milk Cake,Non-veg
305064,fd841962,Blueberry Pulp Cake,Veg
305065,fd841963,Strawberry Pulp Cake,Veg
305066,fd841964,Fresh Cherry Pulp Cake,Veg
305067,fd841970,Dark Choco Chips Cake,Veg
305068,fd841971,White Choco Chips Cake,Veg
305069,fd841974,Rich Chococlate Truffle Cake,Veg
305070,fd841977,Mixed Dry Fruit Cake,Veg
305071,fd841978,Kit Kat Truffle Cake,Veg
305072,fd841979,Ferrero Rocher Truffle Cake,Veg
305073,fd841980,Nutella Almond Cake,Veg
305074,fd841981,Dairy Milk Cake,Veg
305075,fd841983,Special Veg Sandwich Toast,Veg
305076,fd841984,Cheese Sandwich Dahi,Veg
305077,fd841985,Cheese Chilli Dahi,Veg
305078,fd841986,Cheese Gulkand Sandwich,Veg
305079,fd841988,Special American Corn Toast,Veg
305080,fd841989,Aloo Cheese Chilli Sandwich,Veg
305081,fd841991,EXTRA CHOCALATE,Veg
305082,fd841992,Cheese Corn Dahi,Veg
305083,fd841993,Dahi Toast,Veg
305084,fd841995,Hari Special Sandwich,Veg
305085,fd841999,American Sweet corn Sandwich,Veg
305086,fd842001,Purebrot Half Zwiblbrot Onion Bread [400Gms],Veg
305087,fd842002,L Exclusif Olive N Herbs Ciabatta [200Gms],Veg
305088,fd842003,Pure Brot Small Sesame Loaf [400Gms],Veg
305089,fd842004,Pure Brot Half Sesame [400Gms],Veg
305090,fd842005,Pure Brot Half Fifty Sourodugh [400Gms],Veg
305091,fd842006,Pure Brot Half Ciabatta [200Gms],Veg
305092,fd842007,Pure Brot Broi Whole Wheat [400Gms],Veg
305093,fd842008,Pure Brot Broi Light [400Gms],Veg
305094,fd842009,Pure Brot Broi 7 Grain [400Gms],Veg
305095,fd842010,Pure Brot Broi Garlic N Onion [400Gms],Veg
305096,fd842011,Pure Broth Life Changer [400Gms],Veg
305097,fd842012,Pure Broth Babka Chocolate [400Gms],Veg
305098,fd842013,Pure Broth Hokkaido [400Gms],Veg
305099,fd842014,Pure Broth Muffaletta [400Gms],Veg
305100,fd842015,Pure Broth Festive [400Gms]M,Veg
305101,fd842016,Brownie Cottage Nutella Family Love [180Gms],Non-veg
305102,fd842017,Ha Turmeric N Olive Oil Bread [400Gms],Veg
305103,fd842018,Le Multi Grain Garlic Bread [200Gms],Veg
305104,fd842019,Brownie Cottage Pure Hot Fudge [135Gms],Non-veg
305105,fd842020,Brownie Cottage Pure Choco Eggless [70Gms],Veg
305106,fd842021,Brownie Cottage Brownie Cake [500Gms],Non-veg
305107,fd842023,Brownie Cottage Bgn Trffle Fly Love [180Gms],Non-veg
305108,fd842024,Brownie Cottage Pure hot chocolate fudge [75Gms],Non-veg
305109,fd842025,Brownie Cottage Absolute Choco Gf [60Gms],Non-veg
305110,fd842026,Brownie Cottage Dark Belgian [70Gms],Non-veg
305111,fd842027,Brownie Cottage With Nutella [70Gms],Non-veg
305112,fd842028,Brownie Cottage Oreo Hot Eggless [70Gms],Veg
305113,fd842040,Mashroom Kadai,Veg
305114,fd842046,Manjura Fish Fry,Non-veg
305115,fd842053,French Chicken Dry,Non-veg
305116,fd842054,Chicken Guntoor Dryy,Non-veg
305117,fd842070,Egg  Noodles,Non-veg
305118,fd842071,Mutton  Noodles,Non-veg
305119,fd842093,Mussambi,Veg
305120,fd842109,Orange Lime,Veg
305121,fd842110,Mussambi Lime,Veg
305122,fd842111,Cucumber Lime,Veg
305123,fd842112,Pinapplelime,Veg
305124,fd842113,Puthina Lime,Veg
305125,fd842115,Sweet Lessi,Veg
305126,fd842116,Salt Lessi,Veg
305127,fd842117,Dry Fruit Lessi,Veg
305128,fd842118,Mango Lessi,Veg
305129,fd842119,Fruit Lessi,Veg
305130,fd842120,Pappaya Lessi,Veg
305131,fd842121,Banana Lessi,Veg
305132,fd842122,Ap ple,Veg
305133,fd842123,P omogranate,Veg
305134,fd842125,Musk melon,Veg
305135,fd842135,G uava,Veg
305136,fd842139,Kiw i,Veg
305137,fd842142,Custerd Apple,Veg
305138,fd842147,Ch oclate,Veg
305139,fd842149,Pistha,Veg
305140,fd842153,Belgiem,Veg
305141,fd842154,Belgiem with Ice Cream,Veg
305142,fd842155,Ferrarro,Veg
305143,fd842156,Royal Faloodha,Veg
305144,fd842157,Rose Faloodha,Veg
305145,fd842159,Brownnie Faloodha,Veg
305146,fd842164,Raw Pressery Coconut Water 200ml,Veg
305147,fd842165,Rasam Rice And Palya,Veg
305148,fd842166,Swiggy Special Meal,Veg
305149,fd842168,Sambar Rice And Palya,Veg
305150,fd842170,Rice Idli (2),Veg
305151,fd842174,Curd Vada (1),Veg
305152,fd842175,Rice Idli (1) Vada(1),Veg
305153,fd842192,White Upma,Veg
305154,fd842195,Bisibele Bhath+ Raita,Veg
305155,fd842199,Poori (2),Veg
305156,fd842202,Jamun ( 1 pcs ),Veg
305157,fd842203,Badam Halwa ( 50 grms ),Veg
305158,fd842204,Dumroot,Veg
305159,fd842205,Fruit Mixture (with Ice cream),Veg
305160,fd842206,Payasa (360 ml),Veg
305161,fd842207,Achari  Chaap,Veg
305162,fd842210,Soya Chunk Manchurian/ 65/ Chilli,Veg
305163,fd842212,Babycorn Manchurian/ 65/ Chilli,Veg
305164,fd842213,Mushroom  Manchurian/ 65/ Chilli,Veg
305165,fd842214,Gobhi Manchurian/ 65/ Chilli,Veg
305166,fd842215,Paneer Manchurian/ 65/ Chilli,Veg
305167,fd842216,Paneer Spicy Tikka ( 8 Pcs),Veg
305168,fd842217,Paneer Malai Tikka ( 8 Pcs),Veg
305169,fd842218,Paneer Tikka ( 8 Pcs),Veg
305170,fd842221,Kalmi Malai Kebab,Non-veg
305171,fd842222,Tangdi Malai Kebab (2 Full Leg Pcs),Non-veg
305172,fd842223,Tandoori Malai Chicken,Non-veg
305173,fd842225,Tangdi Kabab ( 2 Full Leg Pcs),Non-veg
305174,fd842226,Kalmi Kabab ( 4 Leg Pcs),Non-veg
